<function qs1 at 0x000001ECA3BAB160>,<function qs2 at 0x000001ECA3BAB1F0>,<function qs3 at 0x000001ECA3BAB280>,<function qs4 at 0x000001ECA3BAB310>,<function qs5 at 0x000001ECA3BAB3A0>,<function merge1 at 0x000001ECA3BAB430>,<function partition_sort at 0x000001ECA3BAB4C0>
0.031244277954101562,0.03123950958251953,0.04686331748962402,0.04292607307434082,0.03124237060546875,0.06248807907104492,0.015614509582519531
0.031239032745361328,0.046863555908203125,0.046860694885253906,0.0468754768371582,0.031243085861206055,0.04685163497924805,0.03124380111694336
0.03124213218688965,0.04686379432678223,0.03993630409240723,0.034322500228881836,0.046865224838256836,0.04686474800109863,0.015609502792358398
0.031242847442626953,0.046868085861206055,0.0468602180480957,0.0468752384185791,0.03123331069946289,0.0624845027923584,0.015623807907104492
0.031239748001098633,0.04686546325683594,0.039463043212890625,0.04690074920654297,0.04686093330383301,0.04685258865356445,0.015619516372680664
0.046864986419677734,0.031244277954101562,0.046863555908203125,0.03125286102294922,0.04686379432678223,0.04685187339782715,0.015622138977050781
0.04686307907104492,0.04686856269836426,0.04303240776062012,0.03124237060546875,0.046869516372680664,0.04687094688415527,0.015610456466674805
0.03124856948852539,0.0468599796295166,0.031238555908203125,0.04687643051147461,0.03124403953552246,0.0624842643737793,0.015609264373779297
0.031241655349731445,0.048470258712768555,0.04138064384460449,0.03125715255737305,0.04686307907104492,0.046851396560668945,0.03124237060546875
0.03124690055847168,0.04686284065246582,0.03123927116394043,0.04686427116394043,0.046863555908203125,0.031242847442626953,0.031244277954101562
0.031241178512573242,0.0430300235748291,0.046886444091796875,0.03125452995300293,0.04686403274536133,0.04686307907104492,0.015610456466674805
0.031247377395629883,0.04686236381530762,0.03123784065246582,0.062496185302734375,0.03124380111694336,0.04686427116394043,0.015608787536621094
0.03124403953552246,0.05134081840515137,0.03508186340332031,0.046877145767211914,0.04686427116394043,0.04685401916503906,0.01561737060546875
0.03124237060546875,0.04686450958251953,0.04686307907104492,0.03125786781311035,0.04686117172241211,0.04686379432678223,0.0156097412109375
0.03124403953552246,0.04298853874206543,0.03126382827758789,0.04687762260437012,0.04686379432678223,0.04686331748962402,0.015609025955200195
0.03124213218688965,0.04686427116394043,0.031243085861206055,0.046875953674316406,0.031242847442626953,0.062486886978149414,0.015607118606567383
0.03124380111694336,0.043030500411987305,0.04688692092895508,0.0468747615814209,0.031243085861206055,0.046851396560668945,0.015620946884155273
0.04686403274536133,0.031243085861206055,0.04686379432678223,0.03125452995300293,0.04686379432678223,0.04686450958251953,0.015609264373779297
0.03124237060546875,0.04296541213989258,0.04688572883605957,0.0468745231628418,0.04686713218688965,0.04686260223388672,0.015607118606567383
0.031243562698364258,0.04686331748962402,0.031243324279785156,0.0468747615814209,0.04687166213989258,0.031223773956298828,0.03124237060546875
0.031243562698364258,0.043085575103759766,0.03124260902404785,0.06249856948852539,0.03124260902404785,0.04685163497924805,0.031243085861206055
0.031241655349731445,0.031246423721313477,0.0468602180480957,0.04687619209289551,0.04686713218688965,0.04686260223388672,0.015609264373779297
0.031243324279785156,0.03943991661071777,0.046865224838256836,0.04687356948852539,0.031241416931152344,0.046869516372680664,0.015603780746459961
0.03124833106994629,0.0468592643737793,0.04686379432678223,0.046875953674316406,0.04686379432678223,0.04685187339782715,0.031242847442626953
0.027364253997802734,0.031266212463378906,0.04686594009399414,0.04687786102294922,0.046857595443725586,0.04685235023498535,0.031243085861206055
0.03124856948852539,0.031237363815307617,0.0624845027923584,0.04687833786010742,0.03124403953552246,0.04685521125793457,0.027381420135498047
0.03126382827758789,0.04686474800109863,0.046865224838256836,0.046875,0.03124237060546875,0.04686331748962402,0.015609502792358398
0.031242847442626953,0.04686450958251953,0.04686450958251953,0.0468752384185791,0.04686379432678223,0.04297828674316406,0.015642881393432617
0.031243562698364258,0.04686450958251953,0.04686903953552246,0.031247615814208984,0.04686474800109863,0.04686450958251953,0.015613317489624023
0.031239032745361328,0.04686474800109863,0.04686379432678223,0.0468754768371582,0.04686260223388672,0.0395350456237793,0.0312650203704834
0.031244754791259766,0.031241416931152344,0.04686236381530762,0.031253814697265625,0.04686689376831055,0.04684901237487793,0.015627145767211914
0.046858787536621094,0.03124213218688965,0.04686450958251953,0.04688119888305664,0.03124094009399414,0.0429072380065918,0.015642404556274414
0.04686427116394043,0.031249046325683594,0.046864986419677734,0.04687309265136719,0.0468595027923584,0.04686594009399414,0.015609502792358398
0.03124260902404785,0.04686379432678223,0.0624845027923584,0.03125357627868652,0.0576629638671875,0.047867536544799805,0.015610694885253906
0.031243085861206055,0.046863555908203125,0.04686260223388672,0.04687666893005371,0.04686284065246582,0.04685211181640625,0.03124237060546875
0.031242847442626953,0.04686379432678223,0.031243562698364258,0.05765867233276367,0.03225588798522949,0.04685068130493164,0.03124260902404785
0.03124260902404785,0.031247377395629883,0.04686617851257324,0.04686903953552246,0.03124213218688965,0.04685163497924805,0.031241893768310547
0.015621423721313477,0.04686450958251953,0.03124237060546875,0.05861377716064453,0.04689812660217285,0.04685211181640625,0.031243085861206055
0.03124260902404785,0.04686427116394043,0.031241178512573242,0.04686403274536133,0.04686450958251953,0.04687666893005371,0.015607833862304688
0.031243324279785156,0.046863555908203125,0.031243324279785156,0.03953957557678223,0.046897172927856445,0.06248664855957031,0.0156097412109375
0.031243324279785156,0.04686379432678223,0.04686331748962402,0.03125309944152832,0.04686403274536133,0.04685235023498535,0.015625953674316406
0.046859025955200195,0.03124260902404785,0.053548574447631836,0.036377668380737305,0.04686403274536133,0.04685187339782715,0.015619516372680664
0.031222105026245117,0.04686403274536133,0.04686379432678223,0.03124260902404785,0.04686379432678223,0.04686427116394043,0.03124260902404785
0.031242847442626953,0.03124260902404785,0.058554649353027344,0.03124260902404785,0.04688692092895508,0.031244993209838867,0.031240224838256836
0.03124523162841797,0.031238794326782227,0.04686331748962402,0.031255245208740234,0.04686307907104492,0.04685258865356445,0.03124237060546875
0.031242847442626953,0.031242847442626953,0.04297637939453125,0.04689931869506836,0.04686307907104492,0.04685235023498535,0.03124523162841797
0.031239032745361328,0.031241893768310547,0.04686617851257324,0.04687380790710449,0.04686403274536133,0.031244754791259766,0.031229019165039062
0.031242847442626953,0.031248092651367188,0.03956031799316406,0.046900272369384766,0.04686093330383301,0.04686474800109863,0.0156097412109375
0.031243085861206055,0.031247615814208984,0.04685831069946289,0.03125333786010742,0.04686427116394043,0.04685187339782715,0.031242847442626953
0.03124403953552246,0.03124213218688965,0.04298257827758789,0.04689788818359375,0.04686403274536133,0.04686307907104492,0.015609502792358398
0.03124213218688965,0.04686903953552246,0.046859025955200195,0.046877384185791016,0.03124856948852539,0.04685711860656738,0.03123021125793457
0.031243324279785156,0.04837965965270996,0.041494131088256836,0.04688143730163574,0.03123617172241211,0.04685330390930176,0.031243085861206055
0.03124094009399414,0.04686307907104492,0.04686427116394043,0.031256914138793945,0.04686141014099121,0.046865224838256836,0.015608787536621094
0.04686379432678223,0.042983293533325195,0.031241893768310547,0.046877145767211914,0.04686427116394043,0.04686450958251953,0.03123188018798828
0.015618085861206055,0.04686450958251953,0.04686450958251953,0.04687643051147461,0.04686284065246582,0.04686546325683594,0.015609979629516602
0.04298090934753418,0.0312657356262207,0.04686903953552246,0.04687070846557617,0.046866655349731445,0.03122568130493164,0.031243085861206055
0.031242847442626953,0.03124237060546875,0.04686474800109863,0.0468752384185791,0.04686403274536133,0.04686450958251953,0.031231164932250977
0.02397942543029785,0.04688525199890137,0.03124380111694336,0.04687333106994629,0.03124237060546875,0.04685330390930176,0.015620946884155273
0.04686403274536133,0.031243085861206055,0.04686284065246582,0.04687643051147461,0.03124403953552246,0.0624852180480957,0.015610456466674805
0.027302265167236328,0.04688620567321777,0.03124403953552246,0.06249594688415527,0.031241655349731445,0.04685187339782715,0.03124380111694336
0.031241893768310547,0.031243562698364258,0.04686307907104492,0.046863555908203125,0.0468442440032959,0.04686403274536133,0.043064117431640625
0.031242847442626953,0.04686379432678223,0.04686403274536133,0.0624842643737793,0.03124260902404785,0.04686379432678223,0.015621423721313477
0.031243562698364258,0.04686403274536133,0.04686474800109863,0.046863555908203125,0.058660268783569336,0.046864986419677734,0.03124260902404785
0.031243085861206055,0.04686379432678223,0.04686427116394043,0.03124237060546875,0.062485456466674805,0.04686403274536133,0.03124237060546875
0.031243085861206055,0.04686403274536133,0.04686403274536133,0.039472341537475586,0.04688525199890137,0.031244993209838867,0.03124213218688965
0.04686403274536133,0.03124260902404785,0.04686379432678223,0.04688215255737305,0.03123617172241211,0.04686403274536133,0.015610456466674805
0.04686141014099121,0.031243085861206055,0.04686450958251953,0.04310035705566406,0.04686594009399414,0.0624849796295166,0.015609502792358398
0.03124094009399414,0.04686903953552246,0.04686450958251953,0.0468745231628418,0.046861886978149414,0.046865224838256836,0.015606164932250977
0.031243085861206055,0.04686379432678223,0.04301333427429199,0.0468754768371582,0.031244277954101562,0.04685163497924805,0.031242847442626953
0.031242847442626953,0.04686379432678223,0.031242847442626953,0.046874046325683594,0.03124260902404785,0.04686450958251953,0.031230688095092773
0.031243324279785156,0.031241655349731445,0.042952775955200195,0.046875,0.031243324279785156,0.04685211181640625,0.015622138977050781
0.031246185302734375,0.04685783386230469,0.04686403274536133,0.04687619209289551,0.04686427116394043,0.04686570167541504,0.015607833862304688
0.031242847442626953,0.03124260902404785,0.04307675361633301,0.04687619209289551,0.04686617851257324,0.04680037498474121,0.031241655349731445
0.031243085861206055,0.03124260902404785,0.04686236381530762,0.04687643051147461,0.031248092651367188,0.04685831069946289,0.015609025955200195
0.03124237060546875,0.04686450958251953,0.03959321975708008,0.04687690734863281,0.046865224838256836,0.04685187339782715,0.03124213218688965
0.031243562698364258,0.04686141014099121,0.04686427116394043,0.04686403274536133,0.031244277954101562,0.04686260223388672,0.015621423721313477
0.046863555908203125,0.027405977249145508,0.046886444091796875,0.0468754768371582,0.04686450958251953,0.031231164932250977,0.03124237060546875
0.03124213218688965,0.04686284065246582,0.031243085861206055,0.046875715255737305,0.031244754791259766,0.04685044288635254,0.01562190055847168
0.04686999320983887,0.02734208106994629,0.046889305114746094,0.04687380790710449,0.04686474800109863,0.031232357025146484,0.03123784065246582
0.031242847442626953,0.03124260902404785,0.04686427116394043,0.04687666893005371,0.031246423721313477,0.04684758186340332,0.03124237060546875
0.03125190734863281,0.04297161102294922,0.03124213218688965,0.04687690734863281,0.04686403274536133,0.04686164855957031,0.015609502792358398
0.031243324279785156,0.04686379432678223,0.04686903953552246,0.031249284744262695,0.046863555908203125,0.031231403350830078,0.03124260902404785
0.031242847442626953,0.03950667381286621,0.04688715934753418,0.04686450958251953,0.04686284065246582,0.04686403274536133,0.031242847442626953
0.031242847442626953,0.046866416931152344,0.0468595027923584,0.04686594009399414,0.03125429153442383,0.0624842643737793,0.015609025955200195
0.02725696563720703,0.046886444091796875,0.04686403274536133,0.031255483627319336,0.046864986419677734,0.031239032745361328,0.031230926513671875
